whoop-de-doo,,"n. 喧闹, 轰动, 激烈的公开辩论"
whoop-up,,"n. 喧闹, 轰动"
whooped,imp. & p. p. of Whoop,v. 叫喊( whoop的过去式和过去分词 ); 高声说; 唤起
whoopee,n. noisy and boisterous revelry,"interj. 哈哈\nn. ""哈哈""观叫声, 喧闹"
whoopee cushion,, 放屁坐垫（人坐上去时会发出类似放屁的声音）
whooper,n. common Old World swan noted for its whooping call,"n. 高喊者, 呐喊者, 咳嗽者"
whooper swan,, 大天鹅
whoopers,plural of whooper\nn. common Old World swan noted for its whooping call,"(whooper 的复数) n. 高喊者, 呐喊者, 咳嗽者"
whooping,"v shout, as if with joy or enthusiasm\nv cough spasmodically",a. 高喊声的
whooping cough,,百日咳\n[医] 百日咳
whooping crane,, 鸣鹤
whooping-cough,,[医] 百日咳
whoopla,,"n. 喧哗, 狂欢"
whoops,"n a loud hooting cry of exultation or excitement\nv shout, as if with joy or enthusiasm\nv cough spasmodically",interj. 哎哟
whoops and jingles,,"酒疯,酒后狂言,精神极度紧张"
whoosh,v. gush or squirt out,n. 飞快移动\nv. (使)嗖嗖地飞快移动
whooshed,v move with a sibilant sound\nv move with a whooshing sound\nv gush or squirt out,v. （使）飞快移动( whoosh的过去式和过去分词 )
whooshes,n the noise produced by the sudden rush of a fluid (a gas or liquid)\nv move with a sibilant sound\nv move with a whooshing sound\nv gush or squirt out,n. 飞快的移动( whoosh的名词复数 )\nv. （使）飞快移动( whoosh的第三人称单数 )
whooshing,v move with a sibilant sound\nv move with a whooshing sound\nv gush or squirt out,v. （使）飞快移动( whoosh的现在分词 )
whoosis,,n. 不知其名的或一时想不起名字的人或物
whoost,,"whoost (third-person singular simple present whoosts, present participle whoosting, simple past and past participle whoosted)\n(intransitive, dialectal) To cough.\n\n\nwhoost (plural whoosts)\n(dialectal) A cough.\n"
whoosy,,n. 不知其名的或一时想不起名字的人或物
whop,v hit hard\nv hit hard,"v. 打, 抽出, 打败, 征服\nn. 重击, 打击声"
whopp,,v. 打;给沉痛的打击;遽倒
whopped,v hit hard\nv hit hard,v. 打( whop的过去式和过去分词 ); 抽出; 打败; 征服
whopper,n. a gross untruth; a blatant lie,"n. 特大之物, 弥天大谎"
whoppers,n. a gross untruth; a blatant lie\nn. something especially big or impressive of its kind,n. 特大的（或硕大的）东西( whopper的复数形式 ); 谎言; 瞎话; 弥天大谎
whopping,r. extremely,"a. 巨大的, 天大的\nadv. 非常地"
whops,v hit hard\nv hit hard,v. 打（whop的第三人称单数形式）
whore,v. work as a prostitute\nv. have unlawful sex with a whore\nv. compromise oneself for money or other gains,n. 娼妓\nvi. 卖淫
whore hardness,,[机] 萧氏硬度
whore master,,"[法] 嫖客, 淫媒"
whore-house,,[法] 妓院
whore-houses,plural of whore-house,(whore-house 的复数) [法] 妓院
whored,imp. & p. p. of Whore,"v. 妓女, 男妓( whore的过去式和过去分词 ); 性关系不道德的女子"
whoredom,n offering sexual intercourse for pay,"n. 卖淫\n[法] 卖淫, 通奸"
whorehouse,n. a building where prostitutes are available,n. 妓院
whorehouses,n. a building where prostitutes are available,n. 妓院( whorehouse的复数形式 )
whoremaster,n. a prostitute's customer\nn. a pimp who procures whores,"n. 嫖客, 妓院的王八"
whoremonger,n a prostitute's customer\nn a pimp who procures whores,"n. 拉皮条者, 嫖客"
whores,n a woman who engages in sexual intercourse for money\nv work as a prostitute\nv have unlawful sex with a whore\nv compromise oneself for money or other gains,"n. 妓女, 男妓( whore的名词复数 ); 性关系不道德的女子\nv. 妓女, 男妓( whore的第三人称单数 ); 性关系不道德的女子"
whoreson,n the illegitimate offspring of unmarried parents\nn insulting terms of address for people who are stupid or irritating or ridiculous,"n. 私生子, 下贱人\n[法] 私生子"
whoresons,plural of whoreson\nn the illegitimate offspring of unmarried parents\nn insulting terms of address for people who are stupid or irritating or ridiculous,"(whoreson 的复数) n. 私生子, 下贱人\n[法] 私生子"
whorf,, [人名] 沃夫
Whorfian,,hypothesis [语]沃夫假说( 认为个人的语言决定其对世界的认识)
Whorfian hypothesis,,沃尔夫假说；沃夫假设
whoring,p. pr. & vb. n. of Whore,"v. 妓女, 男妓( whore的现在分词 ); 性关系不道德的女子"
whorish,a. Resembling a whore in character or conduct; addicted to\n   unlawful pleasures; incontinent; lewd; unchaste.,"a. 妓女似的, 淫荡的\n[法] 淫秽的, 妓女的, 像妓女的"
whorl,n a round shape formed by a series of concentric circles (as formed by leaves or flower petals)\nn a strand or cluster of hair\nn a structure consisting of something wound in a continuous series of loops,"n. 轮生体, 螺层, 螺旋状物, 涡\nvt. 使成涡漩"
whorled,s in the shape of a coil\ns forming one or more whorls (especially a whorl of leaves around a stem),"a. 轮生的, 有涡漩的, 有螺纹的\n[医] 有螺环的, 轮生的, 有涡的"
whorled aster,, 轮生翠菊
whorled caraway,,[网络] 轮番car away
whorled loosestrife,,[网络] 轮番的狂喜
whorled milkweed,, [医]轮生马利筋
whorler,n. A potter's wheel.,"n. 【纺织业】锭盘；带螺纹的东西；尤指：\nvt. 使成螺旋状(或卷状)\nvi. 盘旋, 打转："
whorls,n. a round shape formed by a series of concentric circles (as formed by leaves or flower petals)\nn. a strand or cluster of hair\nn. a structure consisting of something wound in a continuous series of loops,n. 轮生体( whorl的复数形式 ); 螺纹; 螺旋环; 涡
whorly,,"a. 有涡漩的, 有螺纹的"
whorlywort,,[网络] 螺旋
whort,"n. The whortleberry, or bilberry. See Whortleberry (a).","n. [植]越橘树的一种, 越橘"
whortle,"n. The whortleberry, or bilberry.","n. [植]越橘树的一种, 越橘"
whortleberries,plural of whortleberry\nn erect European blueberry having solitary flowers and blue-black berries\nn blue-black berries similar to American blueberries,(whortleberry 的复数) n. 欧洲越橘
whortleberry,n erect European blueberry having solitary flowers and blue-black berries\nn blue-black berries similar to American blueberries,n. 欧洲越橘
whos,n a United Nations agency to coordinate international health activities and to help governments improve health services,abbr. 中国城市小康住宅通用体系
whose,"pron. The possessive case of who or which. See Who, and Which.",pron. 谁的
Whose book is this,,这是谁的书
whoseso,,whoso的所有格
whosesoever,pron. The possessive of whosoever. See Whosoever.,"pron. whosoever所有格, 无论是谁的"
whosever,,pron. 无论是谁的东西\na. 无论是谁的
whosis,,n. 不知其名的或一时想不起名字的人或物
whosit,,n. 不知其名的或一时想不起名字的人或物
whosits,-s form of whosit,(whosit 的第三人称 -s形式) n.不知其名的或一时想不起名字的人或物
whoso,pron. Whosoever.,"pron. 不管是谁, 无论是谁"
whosoever,pron. Whatsoever person; any person whatever that; whoever.,"pron. 不管是谁, 无论是谁"
Whovian,"A fan of the popular sci-fi show [Doctor Who]. Whovians are the epitome of awesome, with good grammar and better knowledge. This knowledge stems from their interest in space and time, and the information gained from many viewings of the show.\r\nWithout Whovians, your life would be very dull indeed. They secretly run the world's major services, and insert Doctor Who references into every piece of popular culture available.\n\nAlso know as members of '[UNIT]', '[Torchwood]', or 'LINDA', the leaders of this group enjoy praising their heathen god, known only as 'Moffat'. Their signal when praising this god for his genius is to the untrained eye the angry shaking of a fist. Once you are a Whovian, there is no way out. They even have their own genre of music! It's called '[Trock]' and is mainly known as the domain of their most successful band, [Chameleon Circuit]. Never cross a Whovian, they have armies to defend them, and thousands if not millions of deadly aliens who owe them a favour.\n\nWe're there, you just have to look for us.\n> Elton: Hey, who's that?\n> Kaye: Don't cross them, they're dangerous!\n> Elton: But... they're just normal Fangirls and Fanboys.\n> Kaye: No! They're Whovians!\n> Elton: *runs away very,very fast*\n",
whr,,abbr. watt-hour 瓦特-小时; whether 是否
whs,,"abbr. Whalsay, Shetland Islands, Scotland 苏格兰; Walton High School 沃尔顿高中; White Sea <前苏联>白海; White Sands, New Mexico 新墨西哥州白沙（跟踪站）"
wht,,abbr. whether 是否; white 白色（的）
whump,,"n. ,vi.& vt.=whomp [拟声]"
whup,,[美俚]大胜
whupped,past tense of whup,(whup 的过去时) [美俚]大胜
whv,,abbr. 土拨鼠肝炎病毒（woodchuck hepatitis virus）
why,"n. the cause or intention underlying an action or situation, especially in the phrase `the whys and wherefores'","adv. 为什么\nn. 原因, 理由"
Why do you dislike the medicine so much,,你为何如此不喜欢吃药呢
why ever,, 为什么（表示惊讶）
why not,, 何妨；何不
why not...?,,为什么不...?
whyatt,, [人名] [英格兰人姓氏] 怀亚特 Wyatt的变体
whybrow,, [人名] 怀布罗
whydah,n mostly black African weaverbird,"[鸟]维达鸟,寡妇鸟(暗色长尾的非洲鸟)"
whydahs,plural of whydah\nn mostly black African weaverbird,"(whydah 的复数) [鸟]维达鸟,寡妇鸟(暗色长尾的非洲鸟)"
Whyever,,无论任何理由
whyfor,,"n. 理由,原因[方言：why]"
whyman,, [人名] [英格兰人姓氏] 怀曼 Wyman的变体
whymper,, [人名] 温珀
whys,"n. the cause or intention underlying an action or situation, especially in the phrase `the whys and wherefores'","n. 理由, 原因, 目的; 理由, 原因, 缘故( why的复数形式 )"
whys and wherefores,,"理由,原因"
Whyte,,怀特(姓氏)
Whytt's disease,,[医] 怀特氏病(结核性脑膜炎引起的脑内积水)
wi,n a midwestern state in north central United States,abbr. 熟铁（Wrought Iron）；妇女协会（Women 's Institute）；西印度群岛（West Indies）
wi-fi,,abbr. Wireless Fidelity 基于IEEE 802.11b标准的无线局域网
WIA,,abbr. 战斗负伤（wounded in action）
wiant,, [人名] 瓦恩特
wiarda,, [人名] 威亚尔达
Wiart's duodenal notch,,[医] 维阿尔氏十二指肠切迹(胰)
wiat,, [人名] 威亚特
wiborgite,,奥环斑花岗岩
wic,,abbr. war insurance corporation 战争保险有限公司
Wicca,n a community of followers of the Wicca religion\nn the polytheistic nature religion of modern witchcraft whose central deity is a mother goddess; claims origins in pre-Christian pagan religions of western Europe,"n. [亦作w-]巫术崇拜,巫术迷信"
wiccan,n a believer in Wicca\na of or relating to Wicca,a. 巫术崇拜的
wiccans,plural of wiccan\nn a believer in Wicca\na of or relating to Wicca,(wiccan 的复数) adj. 巫术崇拜的
wich,"n. A variant of 1st Wick.\nn. A street; a village; a castle; a dwelling; a place of work,\n   or exercise of authority; -- now obsolete except in composition; as,\n   bailiwick, Warwick, Greenwick.\nn. A narrow port or passage in the rink or course, flanked by\n   the stones of previous players.",n. [苏]湿草地
Wichita,n. a member of the Caddo people formerly living between Kansas and central Texas\nn. the largest city in Kansas; located in southern Kansas on the Arkansas River\nn. the Caddoan language spoken by the Wichita,n. 威奇托（美国堪萨斯州城市）
Wichita Falls,,威奇托福尔斯（美国得克萨斯州北部城市）
wichitas,n. pl. A tribe of Indians native of the region between the\n   Arkansas and Red rivers. They are related to the Pawnees. See Pawnees.,abbr. Wichita Mountains of Oklahoma and Texas 俄克拉何马州和得克萨斯州的维奇塔山
wichman,, [人名] 威克曼
Wichmann's asthma,,[医] 维希曼氏气喘(喘鸣性喉痉挛)
wichser,, [人名] 威克瑟
Wichtisite,,玄武玻璃
wick,n. any piece of cord that conveys liquid by capillary action\nn. a loosely woven cord (in a candle or oil lamp) that draws fuel by capillary action up into the flame,"n. 灯芯, 油绳"
wick lubrication,,"[机] 油绳润滑器, 灯芯润滑"
wickard,, [人名] 威卡德
wicke,a. Wicked., [人名] [英格兰人姓氏] 威克 Wick的变体
wicked,a. morally bad in principle or practice,"a. 坏的, 邪恶的, 缺德的, 刻毒的, 恶劣的, 淘气的"
wicked deeds,,恶行
wickede,, [地名] [德国] 维克德
wickeder,,wicked（邪恶的）的比较级形式
wickedest,a morally bad in principle or practice\ns having committed unrighteous acts\ns intensely or extremely bad or unpleasant in degree or quality\ns naughtily or annoyingly playful\ns highly offensive; arousing aversion or disgust, wicked（邪恶的）的最高级形式
wickedly,r. in a wicked evil manner,"adv. 坏透地, 不愉快地, 顽皮地"
wickedness,n morally objectionable behavior\nn absence of moral or spiritual values\nn the quality of being wicked\nn estrangement from god\nn the quality of being disgusting to the senses or emotions,"n. 邪恶, 不道德"
